ClienteID,Nombre,Apellido,Estado,FechaNacimiento,Segmento
C00450,Jorge,Martínez,Tamaulipas,1972-11-10,Bronce
C00451,Valeria,Sánchez,Tamaulipas,1992-05-09,Bronce
C00452,José,Torres,Jalisco,2002-08-26,Bronce
C00453,María,Ortiz,Tamaulipas,1995-11-24,Oro
C00454,Carlos,Ramírez,Veracruz,1957-03-28,Oro
C00455,Paola,Sánchez,Sonora,1971-01-17,Bronce
C00456,Sofía,Mendoza,Nuevo León,1994-10-14,Bronce
C00457,Fernanda,Sánchez,Jalisco,1971-12-07,Bronce
C00458,Laura,Díaz,Nuevo León,1997-08-25,Bronce
C00459,Eduardo,Jiménez,Jalisco,2005-03-23,Bronce
C00460,Daniela,Rivera,Chihuahua,1982-06-01,Bronce
C00461,Carlos,Morales,Nuevo León,1968-03-15,Bronce
C00462,Andrés,Rivera,Nuevo León,1994-10-12,Plata
C00463,Ana,Morales,Nuevo León,1964-06-04,Bronce
C00464,José,Pérez,Nuevo León,1988-04-01,Bronce
C00465,Ana,Rivera,Veracruz,1968-01-14,Oro
C00466,Valeria,Ortiz,Ciudad de México,1961-09-14,Bronce
C00467,Mariana,,Veracruz,1974-11-28,Bronce
C00468,Ricardo,López,Nuevo León,1981-05-27,Bronce
C00469,Sofía,Sánchez,Ciudad de México,1980-10-02,Oro
C00470,Fernanda,Morales,Jalisco,1962-11-01,Bronce
C00471,Sofía,castillo,Puebla,1972-12-09,Bronce
C00472,Andrés,López,Tamaulipas,1958-01-21,Oro
C00473,Luis,Gómez,Coahuila,1980-10-30,Oro
C00474,María,Torres,Jalisco,1966-09-12,Bronce
C00475,Gabriela,Rivera,Puebla,1998-02-12,Bronce
C00476,Alejandro,González,Sonora,1984-07-20,Bronce
C00477,Gabriela,Martínez,Yucatán,1974-08-11,Oro
C00478,Paola,Rivera,Sinaloa,1971-10-09,Plata
C00479,Luis,Rivera,Puebla,1999-06-14,Bronce
C00480,Eduardo,Martínez,Sonora,1965-11-22,Oro
C00481,Miguel,González,Chihuahua,1992-12-07,Plata
C00482,Eduardo,Flores,Tamaulipas,1974-04-05,Plata
C00483,Sofía,Gómez,Yucatán,2001-09-22,Oro
C00484,José,García,Tamaulipas,1964-09-26,Bronce
C00485,Jorge,Morales,Nuevo León,1998-06-13,Bronce
C00486,Ana,González,Nuevo León,1962-10-17,Bronce
C00487,Gabriela,Vargas,Baja California,1972-12-23,Bronce
C00488,María,Morales,Coahuila,1973-08-27,Plata
C00489,Alejandro,Ortiz,Veracruz,1961-08-14,Oro
C00490,Carlos,Flores,Baja California,1956-04-07,Bronce
C00491,Sofía,Díaz,Coahuila,1961-07-12,Bronce
C00492,Alejandro,Torres,Jalisco,1990-03-03,Plata
C00493,Alejandro,Rodríguez,Nuevo León,1958-12-21,Bronce
C00494,Daniela,Gómez,Sonora,1985-11-25,Oro
C00495,Diego, Díaz ,Tamaulipas,1997-12-07,Plata
C00496,Luis,Flores,Puebla,1988-09-14,Plata
C00497,Laura,Pérez,Sonora,1964-11-05,Plata
C00498,Diego,Pérez,Chihuahua,1993-06-26,Oro
C00499,José,Jiménez,Yucatán,1987-06-12,Bronce
C00500,Miguel,Ortiz,Nuevo León,1967-03-25,Bronce
C00501,Valeria,Vargas,Sinaloa,1958-09-13,Bronce
C00502,Valeria,Rodríguez,Veracruz,1997-02-02,Bronce
C00503,Mariana,Torres,Yucatán,1969-02-06,Bronce
C00504,Eduardo,garcía,Tamaulipas,1971-06-01,Bronce
C00505,Alejandro,Rivera,Sonora,1961-12-23,Plata
C00506,Jorge,Martínez,Chihuahua,1972-03-01,Bronce
C00507,Andrés,Mendoza,Nuevo León,1983-12-29,Oro
C00508,Paola,Ramírez,Sonora,1995-07-29,Plata
C00509,Ricardo,García,Yucatán,1991-07-25,Platino
C00510,Valeria,García,Puebla,1990-09-24,Plata
C00511,María,Díaz,Yucatán,1977-04-17,Oro
C00512,Miguel,Flores,Ciudad de México,1993-05-30,Bronce
C00513,Gabriela,Díaz,Yucatán,1971-01-21,Bronce
C00514,Paola,,Nuevo León,1987-05-21,Bronce
C00515,Ricardo,Rodríguez,Chihuahua,1979-09-17,Bronce
C00516,Carlos,Rivera,yucatán,1974-02-13,Bronce
C00517,Sofía,López,Chihuahua,1957-02-28,Oro
C00518,Andrés,González,Jalisco,1982-01-21,Bronce
C00519,Miguel,Rodríguez,Yucatán,1978-07-31,Platino
C00520,Ricardo,Hernández,Puebla,1980-09-22,Plata
C00521,Carlos,López,Sinaloa,1982-07-03,Oro
C00522,José,Flores,Sonora,1964-03-06,Bronce
C00523,Diego,Torres,Ciudad de México,1992-08-31,Plata
C00524,Sofía,Díaz,Sinaloa,1992-09-15,Plata
C00525,Diego,Gómez,Puebla,1983-12-09,Bronce
C00526,Sofía,Gómez,Puebla,1990-04-04,Plata
C00527,Luis, Pérez ,Jalisco,1964-02-05,Bronce
C00528,Jorge,Rivera,,1974-06-28,Bronce
C00529,Alejandro,Rodríguez,Puebla,1994-08-03,Platino
C00530,María,Sánchez,Veracruz,2002-05-07,Bronce
C00531,Jorge,Torres,Nuevo León,1960-02-03,Bronce
C00532,Ana,Sánchez,Coahuila,1974-10-17,Bronce
C00533,Alejandro,López,Coahuila,2002-02-05,Plata
C00534,Miguel,Ortiz,Ciudad de México,1962-04-12,Plata
C00535,Ricardo,Sánchez,tamaulipas,1979-09-04,Plata
C00536,Eduardo,García,Chihuahua,2005-06-19,Oro
C00537,Carlos,Díaz,Chihuahua,1990-04-10,Bronce
C00538,Andrés,Pérez,Jalisco,1993-11-09,Bronce
C00539,Eduardo,Vargas,Coahuila,2000-04-02,Plata
C00540,Sofía,Pérez,Veracruz,1984-05-01,Bronce
C00541,Daniela,Ortiz,Coahuila,1987-09-30,Bronce
C00542,Mariana,Mendoza,Coahuila,1985-11-12,Oro
C00543,Andrés,Flores,Puebla,1994-01-04,Plata
C00544,Luis,Flores,Jalisco,1970-10-24,Bronce
C00545,Andrés,Martínez,Veracruz,1982-04-11,Oro
C00546,Luis,Martínez,Jalisco,1984-11-27,Oro
C00547,Laura,González,Sonora,1960-01-02,Bronce
C00548,Gabriela,Castillo,Baja California,1999-07-12,Plata
C00549,Paola,Ortiz,Coahuila,1967-10-28,Plata
C00550,Luis,Sánchez,Tamaulipas,1966-06-26,Bronce
C00551,José,Castillo,Jalisco,1993-06-16,Bronce
C00552,José,Sánchez,Tamaulipas,1963-03-21,Bronce
C00553,Miguel,Martínez,Chihuahua,2000-06-19,Oro
C00554,Diego,Rodríguez,Nuevo León,1994-06-29,Plata
C00555,María,Ramírez,Sinaloa,1984-10-04,Plata
C00556,María,Martínez,Yucatán,1989-07-09,Plata
C00557,Luis,Díaz,Baja California,1988-09-18,Oro
C00558,Eduardo,Ramírez,Puebla,1965-06-23,Platino
C00559,Daniela,Morales,Nuevo León,1970-07-26,Oro
C00560,Daniela,Flores,Nuevo León,1989-02-20,Plata
C00561,Diego,Gómez,Jalisco,1969-12-31,Bronce
C00562,Mariana, Torres ,Baja California,1991-06-26,Plata
C00563,Valeria,Rivera,Puebla,1963-07-15,Bronce
C00564,Jorge,Sánchez,Sinaloa,1969-04-03,Plata
C00565,Miguel,Rodríguez,Puebla,1985-03-05,Bronce
C00566,Ana,González,Baja California,1970-07-03,Plata
C00567,carlos,Ortiz,Ciudad de México,1972-04-17,Bronce
C00568,Carlos,Ortiz,Nuevo León,1962-08-18,Bronce
C00569,Daniela,Castillo,Jalisco,1985-11-25,Plata
C00570,Luis,Ortiz,Sinaloa,1983-04-01,Bronce
C00571,Mariana,Pérez,Jalisco,1973-10-29,Plata
C00572,Carlos,Rivera,Baja California,1987-11-04,Oro
C00573,Alejandro,Mendoza,Tamaulipas,1955-07-25,Bronce
C00574,Diego,Morales,Jalisco,1983-03-22,Platino
C00575,Luis,López,Puebla,1986-01-11,Plata
C00576,Luis,Jiménez,Veracruz,1969-01-22,Plata
C00577,Jorge,Rivera,Veracruz,1976-02-13,Bronce
C00578,Andrés,Martínez,Baja California,1979-11-19,Plata
C00579,Gabriela,Martínez,Nuevo León,1993-11-02,Bronce
C00580,Ricardo,López,Baja California,1971-10-14,Oro
C00581,Fernanda,González,Veracruz,1994-04-05,Plata
C00582,Daniela,Martínez,Jalisco,1972-01-05,Bronce
C00583,Ricardo,Mendoza,Sonora,1969-02-11,Plata
C00584,Andrés,Rivera,Sonora,1977-05-25,Platino
C00585,Valeria,Díaz,Puebla,1963-02-15,Platino
C00586,fernanda,Hernández,Veracruz,1975-10-30,Plata
C00587,Carlos,Morales,Chihuahua,1966-09-09,Bronce
C00588,Ricardo,Morales,Yucatán,1971-10-10,Oro
C00589,María,García,Ciudad de México,1992-09-30,Bronce
C00590,Gabriela,García,Yucatán,1976-01-18,Plata
C00591,José,Flores,Sinaloa,1994-08-23,Oro
C00592,Daniela,García,Ciudad de México,1959-03-26,Bronce
C00593,valeria,Sánchez,Baja California,1962-06-05,Bronce
C00594,Diego,Mendoza,Sinaloa,1966-02-21,Bronce
C00595,Eduardo,Jiménez,Veracruz,1972-08-06,Bronce
C00596,Andrés,Sánchez,Veracruz,2005-08-23,Bronce
C00597,,Mendoza,Baja California,2003-04-03,Bronce
C00598,Miguel,Rivera,Baja California,1986-12-05,Plata
C00599,Miguel,Flores,Yucatán,1993-08-25,Bronce
C00600,Daniela,Torres,Baja California,1978-10-12,Oro
C00601,Ana,Vargas,Coahuila,1982-07-09,Plata
C00602,Diego,Gómez,Yucatán,1956-03-13,Plata
C00603,Jorge,Rivera,Sinaloa,1992-03-10,Plata
C00604,Alejandro,Jiménez,Veracruz,1963-08-15,Bronce
C00605,Eduardo,Pérez,Tamaulipas,1991-06-24,Plata
C00606,Valeria,Rivera,Yucatán,1957-01-30,Oro
C00607,Ana,Hernández,Baja California,1959-03-12,Plata
C00608,Daniela,Rodríguez,Yucatán,1969-06-16,Bronce
C00609,Daniela,Díaz,Puebla,2005-08-03,Oro
C00610,Miguel,García,Jalisco,1987-07-28,Plata
C00611,Diego,Flores,,1959-05-29,Plata
C00612,Valeria,Gómez,Baja California,1983-04-18,Plata
C00613,Jorge,Hernández,Nuevo León,1969-02-06,Bronce
C00614,Miguel,,Chihuahua,1956-01-11,Bronce
C00615,José,García,Ciudad de México,1990-11-07,Bronce
C00616,Eduardo,Mendoza,Puebla,1985-06-09,Plata
C00617,María,Jiménez,Tamaulipas,1981-12-03,Platino
C00618,Carlos,Rivera,Yucatán,1956-02-12,Plata
C00619,Diego,López,Nuevo León,1991-12-06,Plata
C00620,Gabriela,Gómez,Sinaloa,1963-01-20,Bronce
C00621,Sofía,Vargas,Baja California,2001-08-13,Plata
C00622,Sofía,Gómez,Jalisco,1963-06-13,Oro
C00623,José,Vargas,Jalisco,1988-12-19,Bronce
C00624,Mariana,Flores,Puebla,1998-07-19,Plata
C00625,Gabriela,Ortiz,Puebla,1991-11-30,Plata
C00626,Miguel,Sánchez,Yucatán,1965-07-26,Oro
C00627,Fernanda,Mendoza,Nuevo León,1983-11-29,Bronce
C00628,Laura,Torres,Sinaloa,1998-11-13,Bronce
C00629,Ana,Mendoza,Baja California,2005-05-20,Plata
C00630,Mariana,Díaz,Baja California,1984-06-07,Plata
C00631,José,Sánchez,Jalisco,1960-09-13,Bronce
C00632,Ana,González,Puebla,1989-01-01,Oro
C00633,Alejandro,Ortiz,Tamaulipas,1972-09-04,Oro
C00634,José,Martínez,Coahuila,1982-12-01,Bronce
C00635,Paola,Jiménez,Sinaloa,2001-11-02,Plata
C00636,Mariana,Ortiz,Tamaulipas,1986-10-22,Bronce
C00637,Eduardo,Gómez,Nuevo León,1959-08-25,Plata
C00638,Ricardo,Díaz,Jalisco,1958-10-08,Plata
C00639,Valeria,Rivera,Tamaulipas,1989-11-05,Oro
C00640,Alejandro,Ortiz,Jalisco,1975-11-26,Oro
C00641,Ana,Martínez,Jalisco,1982-01-16,Plata
C00642,Valeria,Sánchez,Jalisco,1968-04-14,Plata
C00643,Ana,Rodríguez,Nuevo León,1980-09-22,Bronce
C00644,Luis,Rivera,Sonora,1992-01-26,Oro
C00645,Paola,Flores,Sinaloa,1972-03-12,Platino
C00646,Luis,Gómez,,1958-11-01,Bronce
C00647,Alejandro,Pérez,Tamaulipas,1965-05-16,Bronce
C00648,,Ortiz,Sonora,1994-02-14,Bronce
C00649,Ana,Rodríguez,Tamaulipas,1963-10-11,Platino
C00650,José,Ortiz,Coahuila,1958-10-05,Bronce
C00651,Daniela,Hernández,Baja California,1961-12-21,Plata
C00652,Valeria,Pérez,Ciudad de México,1973-04-04,Plata
C00653,Mariana,Morales,,1998-03-15,Plata
C00654,Ana,Mendoza,Sonora,1981-02-21,Plata
C00655,María,González,Chihuahua,1986-10-24,Oro
C00656,paola,Sánchez,Chihuahua,2001-01-02,Plata
C00657,Laura,Jiménez,Veracruz,1975-03-02,Bronce
C00658,Paola,Gómez,Sinaloa,1994-02-01,Oro
C00659,Mariana,Díaz,Veracruz,1967-11-21,Plata
C00660,Laura,Mendoza,Sonora,1957-04-04,Platino
C00661,Ana,Mendoza,Jalisco,1982-11-15,Bronce
C00662,Ricardo,Ramírez,Sonora,1997-08-23,Bronce
C00663,Eduardo,Rivera,Ciudad de México,1967-03-06,Bronce
C00664,María,Gómez,Yucatán,1992-07-24,Plata
C00665,Diego,Castillo,Sinaloa,1969-03-06,Oro
C00666,Carlos,Mendoza,Puebla,1965-01-25,Bronce
C00667,Fernanda,Martínez,Veracruz,1987-07-07,Plata
C00668,Gabriela,Gómez,Coahuila,1989-12-27,Oro
C00669,Ana,Rodríguez,Chihuahua,1974-03-14,Bronce
C00670,Valeria,Díaz,Chihuahua,1984-05-21,Bronce
C00671,Gabriela,,Puebla,1961-11-10,Bronce
C00672,Alejandro,Vargas,Ciudad de México,1977-04-27,Bronce
C00673,José,Ortiz,Coahuila,1968-12-13,Bronce
C00674,Valeria,Vargas,Veracruz,1997-01-04,Oro
C00675,Mariana,Vargas,Yucatán,2005-03-03,Bronce
C00676,Mariana,Jiménez,Sonora,1969-01-20,Bronce
C00677,Carlos,Martínez,Puebla,2005-07-21,Plata
C00678,Eduardo,Gómez,Coahuila,1959-05-21,Plata
C00679,Fernanda,Rivera,Veracruz,1992-05-23,Oro
C00680,Andrés,Pérez,Ciudad de México,2001-11-10,Bronce
C00681,Sofía,Morales,Ciudad de México,1998-02-09,Bronce
C00682,Diego,Hernández,Sinaloa,1999-11-05,Bronce
C00683,Daniela,Sánchez,Veracruz,1989-09-26,Bronce
C00684,José,Hernández,Yucatán,1997-12-28,Plata
C00685,José,Pérez,Nuevo León,1987-07-03,Bronce
C00686,Paola,Mendoza,Nuevo León,1973-01-14,Platino
C00687,Luis,Vargas,Ciudad de México,1977-10-30,Plata
C00688,Luis,Castillo,Chihuahua,1992-08-29,Bronce
C00689,Ricardo,Mendoza,Coahuila,2003-05-06,Plata
C00690,luis,Rivera,Sonora,1960-09-17,Plata
C00691,José,Mendoza,Sonora,1970-03-06,Plata
C00692,Carlos,Ortiz,Sinaloa,2004-04-21,Plata
C00693,Mariana,Flores,Sonora,1968-11-26,Bronce
C00694,Laura,Ortiz,Baja California,1979-12-12,Plata
C00695,Diego,Pérez,Sonora,1998-12-28,Oro
C00696,Sofía,Sánchez,Coahuila,1994-04-16,Bronce
C00697,Eduardo,Mendoza,Sinaloa,1969-04-21,Bronce
C00698,Luis,Castillo,Puebla,1988-05-31,Plata
C00699,Alejandro,Gómez,Ciudad de México,1979-01-23,Oro
C00700,Daniela,Martínez,Sonora,1969-02-21,Bronce
C00701,Valeria,López,Chihuahua,1965-12-11,Bronce
C00702,Diego,Mendoza,Sonora,1959-08-16,Bronce
C00703,Luis,Vargas,Yucatán,1998-11-08,Bronce
C00704,Jorge,Rodríguez,Chihuahua,1988-07-12,Plata
C00705,Laura,López,Tamaulipas,1983-03-27,Oro
C00706,Eduardo,Pérez,Yucatán,1959-04-23,Plata
C00707,Laura,López,Baja California,1966-12-07,Plata
C00708,Laura,Martínez,Baja California,1980-04-10,Bronce
C00709,Miguel,,Sinaloa,1971-08-13,Oro
C00710,Ana,Rivera,Chihuahua,1981-03-05,Plata
C00711,Jorge,Ortiz,Nuevo León,1993-08-19,Bronce
C00712,Paola,Jiménez,Jalisco,1965-01-18,Bronce
C00713,Valeria,Pérez,Sinaloa,1960-10-28,Bronce
C00714,Jorge,Rivera,Yucatán,2005-04-12,Bronce
C00715,Jorge,Morales,Puebla,1957-07-14,Bronce
C00716,Sofía,García,Puebla,1996-11-06,Bronce
C00717,María,Ramírez,Chihuahua,1981-11-01,Bronce
C00718,Mariana,Hernández,Chihuahua,1976-04-24,Bronce
C00719,Eduardo,González,Veracruz,1963-04-19,Bronce
C00720,,Flores,Jalisco,2004-04-05,Plata
C00721,Luis,,Yucatán,1977-10-18,Bronce
C00722,Daniela,Ortiz,Veracruz,1971-02-17,Bronce
C00723,Ana,Castillo,Nuevo León,1958-02-18,Oro
C00724,Laura,Rivera,Nuevo León,2002-07-20,Bronce
C00725,Luis,Rodríguez,Nuevo León,1993-04-14,Oro
C00726,Luis,Morales,Veracruz,1957-12-14,Bronce
C00727,Jorge,,Veracruz,1976-11-14,Plata
C00728,Diego,Castillo,Puebla,1986-12-29,Bronce
C00729,José,Jiménez,Jalisco,1972-05-17,Oro
C00730,Gabriela,López,Baja California,1995-11-01,Plata
C00731,Miguel,García,Coahuila,1969-04-03,Oro
C00732,Luis,Ramírez,Yucatán,1961-12-31,Bronce
C00733,Fernanda,López,Sinaloa,1980-12-20,Bronce
C00734,Miguel,García,Chihuahua,1988-01-31,Bronce
C00735,Miguel,Sánchez,Ciudad de México,1999-08-18,Plata
C00736,Alejandro,Ramírez,Tamaulipas,1967-06-15,Plata
C00737,Daniela,Gómez,Sinaloa,1998-11-11,Oro
C00738,Gabriela,Ortiz,Veracruz,1977-01-17,Oro
C00739,Andrés,Mendoza,Ciudad de México,1973-03-19,Bronce
C00740,Gabriela,Vargas,Chihuahua,1982-04-22,Plata
C00741,José,Mendoza,Nuevo León,1960-09-05,Oro
C00742,Diego,Rodríguez,Coahuila,1972-08-01,Oro
C00743,Laura,Castillo,Sonora,1998-01-05,Oro
C00744,Laura,Morales,Nuevo León,1989-08-02,Bronce
C00745,Carlos,Mendoza,Veracruz,1964-11-20,Plata
C00746,Carlos,Morales,Yucatán,1961-06-21,Plata
C00747,Carlos,García,Puebla,2004-09-10,Bronce
C00748,Gabriela,Torres,Yucatán,1974-08-06,Oro
C00749,Valeria,López,Tamaulipas,1958-02-08,Platino
C00750,Diego,López,Jalisco,1973-09-01,Plata
C00751,Ricardo,Ortiz,Coahuila,1994-03-01,Oro
C00752,Jorge,Jiménez,Baja California,1980-12-18,Oro
C00753,Ana,Rodríguez,Chihuahua,2000-10-24,Bronce
C00754,Andrés,Rivera,Sinaloa,1972-06-15,Bronce
C00755,Miguel,Vargas,Yucatán,1958-04-14,Bronce
C00756,Ana,Martínez,Coahuila,1983-12-07,Bronce
C00757,Carlos,Hernández,Nuevo León,1972-08-30,Plata
C00758,Andrés,Díaz,Sonora,2000-11-10,Platino
C00759,Fernanda,González,Nuevo León,1957-10-16,Bronce
C00760,Gabriela,Vargas,Tamaulipas,1997-03-14,Oro
C00761,Laura,Mendoza,Sonora,1992-06-26,Bronce
C00762,Fernanda,López,Sinaloa,2000-06-11,Bronce
C00763,Laura,Gómez,Jalisco,1970-09-23,Plata
C00764,Daniela,Ramírez,Coahuila,1982-06-08,Oro
C00765,Carlos,Gómez,Veracruz,1986-02-22,Plata
C00766,Fernanda,Jiménez,Veracruz,1960-07-28,Bronce
C00767,Fernanda,Vargas,Baja California,1955-08-20,Bronce
C00768,Mariana,Rivera,Chihuahua,1993-09-29,Oro
C00769,Ricardo,Mendoza,Coahuila,1993-04-22,Plata
C00770,Luis,Vargas,Tamaulipas,1981-03-02,Bronce
C00771,Diego,Ortiz,Sinaloa,1962-11-05,Oro
C00772,Luis,Martínez,Coahuila,1983-09-17,Plata
C00773,Diego,Jiménez,Tamaulipas,1956-06-13,Bronce
C00774,Laura,Pérez,Coahuila,1956-06-23,Bronce
C00775,Mariana,Gómez,Nuevo León,1992-05-05,Plata
C00776,María,Mendoza,Nuevo León,1986-07-01,Plata
C00777,Valeria,Mendoza,Sonora,1991-04-25,Plata
C00778,Mariana,Hernández,Nuevo León,1962-02-25,Bronce
C00779,Laura,Rivera,Nuevo León,1983-12-03,Bronce
C00780,Eduardo,Ortiz,,1989-02-10,Platino
C00781,Laura,Rivera,Ciudad de México,1981-08-29,Plata
C00782,Carlos,Hernández,Coahuila,1966-02-01,Oro
C00783,Alejandro,Rivera,Coahuila,2003-03-26,Oro
C00784,Miguel,Rivera,Puebla,1957-03-25,Bronce
C00785,Ana,Morales,Ciudad de México,1957-11-25,Plata
C00786,Daniela,García,Yucatán,1963-06-22,Oro
C00787,Miguel,González,Nuevo León,2000-01-12,Platino
C00788,José,Jiménez,Ciudad de México,1979-04-04,Plata
C00789,Andrés,Torres,Chihuahua,1971-03-18,Platino
C00790,Laura,Flores,,1972-06-01,Bronce
C00791,Gabriela,Martínez,Jalisco,1974-03-18,Bronce
C00792,Jorge,Flores,Sinaloa,1985-07-30,Plata
C00793,Mariana,Pérez,Veracruz,1976-07-11,Bronce
C00794,Valeria,Sánchez,Yucatán,1972-11-11,Plata
C00795,Luis,Torres,Chihuahua,1969-04-21,Bronce
C00796,Eduardo,Díaz,Baja California,1994-06-24,Plata
C00797,Ricardo,García,Chihuahua,2003-11-03,Bronce
C00798,Andrés,Díaz,Nuevo León,1993-04-15,Bronce
C00799,Gabriela,,Puebla,1990-05-09,Oro
C00800,Ricardo,Gómez,Yucatán,1982-01-14,Bronce
C00801,Miguel,López,Sinaloa,1978-03-08,Oro
C00802,Miguel,Torres,Nuevo León,1991-07-11,Bronce
C00803,Miguel,Vargas,Veracruz,1972-10-19,Bronce
C00804,Sofía,Martínez,Sonora,1981-04-03,Bronce
C00805,Gabriela,Ortiz,Puebla,1989-08-29,Plata
C00806,Miguel,Rivera,Chihuahua,1957-01-05,Oro
C00807,José,gonzález,Sinaloa,1970-06-10,Bronce
C00808,Alejandro,Jiménez,Ciudad de México,1959-07-02,Bronce
C00809,Laura,López,Sonora,1965-08-23,Bronce
C00810,Eduardo,Pérez,Coahuila,1966-11-10,Plata
C00811,Jorge,Gómez,Puebla,1969-09-15,Bronce
C00812,José,Torres,Tamaulipas,2001-02-11,Bronce
C00813,Paola,Ramírez,Sonora,1971-05-14,Oro
C00814,Andrés,Hernández,Baja California,1985-02-28,Plata
C00815,José,Martínez,Yucatán,2001-01-01,Bronce
C00816,Eduardo,Hernández,Veracruz,1976-01-28,Bronce
C00817,Mariana,García,Jalisco,1969-06-02,Bronce
C00818,Mariana,Martínez,Jalisco,2002-03-18,Oro
C00819,Carlos,Vargas,Tamaulipas,1978-10-27,Bronce
C00820,Ricardo,Gómez,Jalisco,1958-07-05,Plata
C00821,Alejandro,Hernández,Nuevo León,1961-03-30,Oro
C00822,Mariana,Pérez,Ciudad de México,1978-12-10,Plata
C00823,Eduardo,Jiménez,Sonora,1956-10-19,Plata
C00824,Valeria,Jiménez,Yucatán,1965-11-15,Bronce
C00825,Fernanda,Vargas,Baja California,1978-10-06,Bronce
C00826,Luis,Ramírez,Baja California,1956-01-28,Bronce
C00827,Miguel,Morales,Yucatán,1995-01-25,Plata
C00828,Gabriela,Gómez,Yucatán,1957-02-19,Bronce
C00829,Daniela,Torres,Nuevo León,1972-12-27,Bronce
C00830,Mariana,Rivera,Tamaulipas,1986-12-06,Plata
C00831,Ricardo,Torres,Puebla,1962-12-08,Bronce
C00832,Ana,Torres,Puebla,1983-09-10,Bronce
C00833,Carlos,Martínez,Nuevo León,1968-02-17,Oro
C00834,Fernanda, Sánchez ,Ciudad de México,1999-10-10,Oro
C00835,Eduardo,Rivera,Jalisco,1985-05-25,Plata
C00836,Laura,Ramírez,Veracruz,1978-06-09,Bronce
C00837,Miguel,González,Ciudad de México,1990-08-10,Bronce
C00838,Daniela,Mendoza,Ciudad de México,1998-01-05,Bronce
C00839,Sofía,Rodríguez,Chihuahua,1959-03-17,Bronce
C00840,Mariana,Hernández,Jalisco,1995-05-11,Oro
C00841,Valeria,Torres,Sonora,1993-09-23,Bronce
C00842,Laura,Mendoza,Jalisco,1978-06-21,Bronce
C00843,Mariana,Gómez,Baja California,1966-01-24,Bronce
C00844,Fernanda,Pérez,Jalisco,1982-11-28,Plata
C00845,Ana,Jiménez,Baja California,1973-08-27,Bronce
C00846,Daniela,Vargas,Chihuahua,1972-05-24,Bronce
C00847,Ricardo,Mendoza,Tamaulipas,1983-07-10,Oro
C00848,Mariana,González,Chihuahua,1994-01-09,Plata
C00849,Valeria,Torres,Veracruz,1983-12-23,Platino
C00850,Miguel,Sánchez,Sinaloa,1984-12-10,Bronce
C00851,Laura,Jiménez,Jalisco,1966-03-28,Bronce
C00852,Luis,Morales,Baja California,1988-11-01,Plata
C00853,Luis,González,Sinaloa,1997-06-26,Plata
C00854,Daniela,Jiménez,Sinaloa,1988-01-28,Bronce
C00855,Eduardo,Rodríguez,Chihuahua,1980-07-24,Bronce
C00856,Daniela,Ramírez,Puebla,1970-10-27,Bronce
C00857,María,Rodríguez,Ciudad de México,1993-02-10,Oro
C00858,Andrés,Gómez,Jalisco,1997-02-26,Plata
C00859,Paola,López,Sonora,1992-06-20,Plata
C00860,Laura,Rodríguez,Nuevo León,1991-05-12,Plata
C00861,Laura,Mendoza,Puebla,1988-03-11,Oro
C00862,diego,González,Chihuahua,1964-02-06,Bronce
C00863,María,Rodríguez,Yucatán,1961-11-15,Bronce
C00864,Daniela,Jiménez,Chihuahua,1986-11-24,Plata
C00865,Jorge,Torres,Coahuila,1966-06-24,Oro
C00866,Ricardo,Jiménez,Ciudad de México,1991-06-26,Plata
C00867,Carlos,Gómez,Ciudad de México,1957-01-22,Plata
C00868,Daniela,Mendoza,Chihuahua,1968-08-11,Bronce
C00869,Ana,Ortiz,Chihuahua,1971-05-04,Plata
C00870,Valeria,Mendoza,Sonora,1959-03-26,Bronce
C00871,Daniela, Díaz ,Sinaloa,1957-02-15,Bronce
C00872,Gabriela,Jiménez,Tamaulipas,1955-03-18,Plata
C00873,Alejandro,Vargas,Ciudad de México,1978-12-15,Bronce
C00874,Ana,Rivera,Sonora,1992-05-19,Oro
C00875,María,García,Nuevo León,2000-02-17,Oro
C00876,María,Rodríguez,Sonora,1996-05-25,Bronce
C00877,Paola,Ramírez,Coahuila,1978-07-27,Plata
C00878,Gabriela,Sánchez,Sinaloa,1991-09-07,Plata
C00879,Carlos,Morales,Baja California,1994-10-11,Oro
C00880,Mariana,Pérez,Sinaloa,1960-09-24,Plata
C00881,Valeria,Ortiz,Yucatán,1962-12-01,Bronce
C00882,Andrés,Rodríguez,Veracruz,1987-05-13,Bronce
C00883,Sofía,Rivera,Chihuahua,1961-12-09,Plata
C00884,Gabriela,Vargas,Yucatán,1982-04-04,Plata
C00885,Fernanda,González,Coahuila,1961-08-28,Plata
C00886,José,Jiménez,Chihuahua,1997-06-16,Bronce
C00887,Daniela,Flores,Baja California,1997-11-02,Oro
C00888,Andrés,Rivera,Chihuahua,1972-03-15,Bronce
C00889,Luis,Rodríguez,Yucatán,1971-02-22,Platino
C00890,Ricardo,Morales,Sonora,1955-05-11,Plata
C00891,Alejandro,González,Yucatán,1964-06-01,Bronce
C00892,Fernanda,,sinaloa,1969-02-14,Bronce
C00893,Eduardo,López,Baja California,1960-01-23,Bronce
C00894,Andrés,Ortiz,Yucatán,1998-09-20,Bronce
C00895,Luis, González ,Ciudad de México,1997-06-09,Plata
C00896,Andrés,Flores,Ciudad de México,1992-11-24,Bronce
C00897,Jorge,Díaz,Coahuila,1991-11-03,Plata
